date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:58	116/116	---M--	200	added ('OK')	image/png	etag:%2243aea2b-74-4f8d5e9f78f04%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/grabbing.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/grabbing.png	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/owl.carousel.css)
17:00:59	44432/44432	---M--	200	added ('OK')	text/plain	etag:%2243aed18-ad90-4f8d5eacfe93c%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.0.3	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/fonts/fontawesome-webfontba72.woff	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/css/font-awesome.css)
17:00:59	1517/1517	---M--	200	added ('OK')	image/gif	etag:%2243aea19-5ed-4f8d5e9f05dd8%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/AjaxLoader.gif	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/AjaxLoader.gif	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/owl-carousel/owl.theme.css)
17:00:59	3433/3433	---M--	200	added ('OK')	image/svg+xml	etag:%2243ae58d-d69-4f8d5e8f4604f%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/bigplay.svg	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/bigplay.svg	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:00	3001/3001	---M--	200	added ('OK')	image/png	etag:%2243ae58e-bb9-4f8d5e8f56780%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/bigplay.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/bigplay.png	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:00	166/166	---M--	200	added ('OK')	image/png	etag:%2243ae567-a6-4f8d5e8ec7768%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/background.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/background.png	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:01	10173/10173	---M--	200	added ('OK')	image/svg+xml	etag:%2243ae5fd-27bd-4f8d5e91b1acd%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/controls.svg	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/controls.svg	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:01	1892/1892	---M--	200	added ('OK')	image/png	etag:%2243ae59b-764-4f8d5e9054517%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/controls.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/controls.png	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:01	6224/6224	---M--	200	added ('OK')	image/gif	etag:%2243ae6b0-1850-4f8d5e92f7c9f%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/loading.gif	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/loading.gif	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/mediaelement/mediaelementplayer.css)
17:01:05	80652/80652	---M--	200	added ('OK')	text/plain	etag:%2243aed16-13b0c-4f8d5eaa6c479%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.0.3	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/fonts/fontawesome-webfontba72.ttf	(from http://preview.oklerthemes.com/porto/3.0.0/vendor/font-awesome/css/font-awesome.css)
17:01:05	182994/182994	---M--	200	added ('OK')	application/javascript	etag:%2243b830f-2cad2-4f8d5eb7f88a0%22	http://preview.oklerthemes.com/porto/3.0.0/vendor/rs-plugin/js/jquery.themepunch.revolution.js	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/vendor/rs-plugin/js/jquery.themepunch.revolution.js	(from http://preview.oklerthemes.com/porto/3.0.0/)
17:01:07	25596/25596	---M--	200	added ('OK')	image/png	etag:%22343cd63-63fc-4f8d5e203301f%22	http://preview.oklerthemes.com/porto/3.0.0/img/map-bottom.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/map-bottom.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:08	13793/13793	---M--	200	added ('OK')	image/png	etag:%22343c800-35e1-4f8d5e1aede55%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:09	4232/4232	---M--	200	added ('OK')	image/png	etag:%22343c0e6-1088-4f8d5e15ee764%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept-icons.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept-icons.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:11	23775/23775	---M--	200	added ('OK')	image/png	etag:%22343c297-5cdf-4f8d5e1bc6167%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept-item.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept-item.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:12	18379/18379	---M--	200	added ('OK')	image/png	etag:%22343cc76-47cb-4f8d5e1ec90b6%22	http://preview.oklerthemes.com/porto/3.0.0/img/map-bottom-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/map-bottom-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:15	21205/21205	---M--	200	added ('OK')	image/png	etag:%22343cdcd-52d5-4f8d5e1fddf84%22	http://preview.oklerthemes.com/porto/3.0.0/img/map-top-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/map-top-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:15	13667/13667	---M--	200	added ('OK')	image/png	etag:%223b35fa7-3563-4f8d5e155eabc%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:16	4051/4051	---M--	200	added ('OK')	image/png	etag:%22343c066-fd3-4f8d5e153a05a%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept-icons-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept-icons-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:19	23403/23403	---M--	200	added ('OK')	image/png	etag:%22343c26b-5b6b-4f8d5e1976891%22	http://preview.oklerthemes.com/porto/3.0.0/img/home-concept-item-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/home-concept-item-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
17:01:20	21200/21200	---M--	200	added ('OK')	image/png	etag:%223b35a81-52d0-4f8d5e0d8a0dd%22	http://preview.oklerthemes.com/porto/3.0.0/img/arrows-dark.png	D:israpool2/isr/preview.oklerthemes.com/porto/3.0.0/img/arrows-dark.png	(from http://preview.oklerthemes.com/porto/3.0.0/css/theme.css)
